date,product_id,product_name,category,quantity_sold,unit_price,revenue,stock_level,promotion,day_of_week,month,year
2023-03-08,P002,USB-C Cable,Electronics,26,12.99,337.74,225,0,Wednesday,3,2023
2023-03-08,P003,Notebook A5,Stationery,23,5.99,137.77,288,0,Wednesday,3,2023
2023-03-08,P004,Ballpoint Pen Pack,Stationery,13,3.99,51.87,397,0,Wednesday,3,2023
2023-03-08,P005,Desk Lamp,Furniture,9,45.99,413.91,86,0,Wednesday,3,2023
2023-03-08,P006,Hand Sanitizer,Health,91,3.99,363.27,391,1,Wednesday,3,2023
2023-03-08,P007,Water Bottle,Lifestyle,21,15.99,335.79,163,0,Wednesday,3,2023
2023-03-08,P008,Phone Case,Electronics,22,19.99,439.78,158,0,Wednesday,3,2023
2023-03-08,P009,Sticky Notes,Stationery,21,2.99,62.79,312,0,Wednesday,3,2023
2023-03-08,P010,Coffee Mug,Lifestyle,14,9.99,139.86,122,0,Wednesday,3,2023
2023-03-09,P001,Wireless Mouse,Electronics,15,29.99,449.85,137,0,Thursday,3,2023
2023-03-09,P002,USB-C Cable,Electronics,28,12.99,363.72,224,0,Thursday,3,2023
2023-03-09,P003,Notebook A5,Stationery,24,5.99,143.76,294,0,Thursday,3,2023
2023-03-09,P004,Ballpoint Pen Pack,Stationery,28,3.99,111.72,353,0,Thursday,3,2023
2023-03-09,P005,Desk Lamp,Furniture,9,45.99,413.91,70,0,Thursday,3,2023
2023-03-09,P006,Hand Sanitizer,Health,61,4.99,304.39,428,0,Thursday,3,2023
2023-03-09,P007,Water Bottle,Lifestyle,25,15.99,399.75,178,0,Thursday,3,2023
2023-03-09,P008,Phone Case,Electronics,20,19.99,399.8,146,0,Thursday,3,2023
2023-03-09,P009,Sticky Notes,Stationery,18,2.99,53.82,346,0,Thursday,3,2023
2023-03-09,P010,Coffee Mug,Lifestyle,14,9.99,139.86,103,0,Thursday,3,2023
2023-03-10,P001,Wireless Mouse,Electronics,14,29.99,419.86,128,0,Friday,3,2023
2023-03-10,P002,USB-C Cable,Electronics,29,12.99,376.71,214,0,Friday,3,2023
2023-03-10,P003,Notebook A5,Stationery,16,5.99,95.84,296,0,Friday,3,2023
2023-03-10,P004,Ballpoint Pen Pack,Stationery,17,3.99,67.83,387,0,Friday,3,2023
2023-03-10,P005,Desk Lamp,Furniture,9,45.99,413.91,78,0,Friday,3,2023
2023-03-10,P006,Hand Sanitizer,Health,53,4.99,264.47,463,0,Friday,3,2023
2023-03-10,P007,Water Bottle,Lifestyle,19,15.99,303.81,200,0,Friday,3,2023
2023-03-10,P008,Phone Case,Electronics,17,19.99,339.83,166,0,Friday,3,2023
2023-03-10,P009,Sticky Notes,Stationery,15,2.99,44.85,336,0,Friday,3,2023
2023-03-10,P010,Coffee Mug,Lifestyle,12,9.99,119.88,120,0,Friday,3,2023
2023-03-11,P001,Wireless Mouse,Electronics,21,29.99,629.79,141,0,Saturday,3,2023
2023-03-11,P002,USB-C Cable,Electronics,35,12.99,454.65,221,0,Saturday,3,2023
2023-03-11,P003,Notebook A5,Stationery,29,5.99,173.71,271,0,Saturday,3,2023
2023-03-11,P004,Ballpoint Pen Pack,Stationery,23,3.99,91.77,362,0,Saturday,3,2023
2023-03-11,P005,Desk Lamp,Furniture,11,45.99,505.89,70,0,Saturday,3,2023
2023-03-11,P006,Hand Sanitizer,Health,82,4.99,409.18,403,0,Saturday,3,2023
2023-03-11,P007,Water Bottle,Lifestyle,21,15.99,335.79,182,0,Saturday,3,2023
2023-03-11,P008,Phone Case,Electronics,25,19.99,499.75,164,0,Saturday,3,2023
2023-03-11,P009,Sticky Notes,Stationery,19,2.99,56.81,329,0,Saturday,3,2023
2023-03-11,P010,Coffee Mug,Lifestyle,27,7.99,215.78,105,1,Saturday,3,2023
2023-03-12,P001,Wireless Mouse,Electronics,21,29.99,629.79,116,0,Sunday,3,2023
2023-03-12,P002,USB-C Cable,Electronics,33,12.99,428.67,228,0,Sunday,3,2023
2023-03-12,P003,Notebook A5,Stationery,22,5.99,131.78,270,0,Sunday,3,2023
2023-03-12,P004,Ballpoint Pen Pack,Stationery,20,3.99,79.8,388,0,Sunday,3,2023
2023-03-12,P005,Desk Lamp,Furniture,9,45.99,413.91,56,0,Sunday,3,2023
2023-03-12,P006,Hand Sanitizer,Health,76,4.99,379.24,419,0,Sunday,3,2023
2023-03-12,P007,Water Bottle,Lifestyle,29,15.99,463.71,161,0,Sunday,3,2023
2023-03-12,P008,Phone Case,Electronics,22,19.99,439.78,166,0,Sunday,3,2023
2023-03-12,P009,Sticky Notes,Stationery,20,2.99,59.8,344,0,Sunday,3,2023
2023-03-12,P010,Coffee Mug,Lifestyle,17,9.99,169.83,100,0,Sunday,3,2023
2023-03-13,P001,Wireless Mouse,Electronics,18,29.99,539.82,112,0,Monday,3,2023
2023-03-13,P002,USB-C Cable,Electronics,26,12.99,337.74,243,0,Monday,3,2023
2023-03-13,P003,Notebook A5,Stationery,2,5.99,11.98,314,0,Monday,3,2023
2023-03-13,P004,Ballpoint Pen Pack,Stationery,15,3.99,59.85,371,0,Monday,3,2023
2023-03-13,P005,Desk Lamp,Furniture,11,45.99,505.89,88,0,Monday,3,2023
2023-03-13,P006,Hand Sanitizer,Health,55,4.99,274.45,427,0,Monday,3,2023
2023-03-13,P007,Water Bottle,Lifestyle,16,15.99,255.84,200,0,Monday,3,2023
2023-03-13,P008,Phone Case,Electronics,15,19.99,299.85,175,0,Monday,3,2023
2023-03-13,P009,Sticky Notes,Stationery,22,2.99,65.78,334,0,Monday,3,2023
2023-03-13,P010,Coffee Mug,Lifestyle,13,9.99,129.87,124,0,Monday,3,2023
2023-03-14,P001,Wireless Mouse,Electronics,14,29.99,419.86,124,0,Tuesday,3,2023
2023-03-14,P002,USB-C Cable,Electronics,25,12.99,324.75,219,0,Tuesday,3,2023
2023-03-14,P003,Notebook A5,Stationery,11,5.99,65.89,275,0,Tuesday,3,2023
2023-03-14,P004,Ballpoint Pen Pack,Stationery,19,3.99,75.81,388,0,Tuesday,3,2023
2023-03-14,P005,Desk Lamp,Furniture,8,45.99,367.92,52,0,Tuesday,3,2023
2023-03-14,P006,Hand Sanitizer,Health,54,4.99,269.46,448,0,Tuesday,3,2023
2023-03-14,P007,Water Bottle,Lifestyle,23,15.99,367.77,160,0,Tuesday,3,2023
2023-03-14,P008,Phone Case,Electronics,22,19.99,439.78,173,0,Tuesday,3,2023
2023-03-14,P009,Sticky Notes,Stationery,18,2.99,53.82,339,0,Tuesday,3,2023
2023-03-14,P010,Coffee Mug,Lifestyle,16,9.99,159.84,121,0,Tuesday,3,2023
2023-03-15,P001,Wireless Mouse,Electronics,19,29.99,569.81,130,0,Wednesday,3,2023
2023-03-15,P002,USB-C Cable,Electronics,20,12.99,259.8,227,0,Wednesday,3,2023
2023-03-15,P003,Notebook A5,Stationery,13,5.99,77.87,295,0,Wednesday,3,2023
2023-03-15,P004,Ballpoint Pen Pack,Stationery,23,3.99,91.77,378,0,Wednesday,3,2023
2023-03-15,P005,Desk Lamp,Furniture,10,45.99,459.9,77,0,Wednesday,3,2023
2023-03-15,P006,Hand Sanitizer,Health,52,4.99,259.48,449,0,Wednesday,3,2023
2023-03-15,P007,Water Bottle,Lifestyle,31,12.79,396.55,150,1,Wednesday,3,2023
2023-03-15,P008,Phone Case,Electronics,20,19.99,399.8,150,0,Wednesday,3,2023
2023-03-15,P009,Sticky Notes,Stationery,28,2.99,83.72,331,0,Wednesday,3,2023
2023-03-15,P010,Coffee Mug,Lifestyle,14,9.99,139.86,125,0,Wednesday,3,2023
2023-03-16,P001,Wireless Mouse,Electronics,19,29.99,569.81,132,0,Thursday,3,2023
2023-03-16,P002,USB-C Cable,Electronics,22,12.99,285.78,209,0,Thursday,3,2023
2023-03-16,P003,Notebook A5,Stationery,24,5.99,143.76,260,0,Thursday,3,2023
2023-03-16,P004,Ballpoint Pen Pack,Stationery,20,3.99,79.8,391,0,Thursday,3,2023
2023-03-16,P005,Desk Lamp,Furniture,9,45.99,413.91,85,0,Thursday,3,2023
2023-03-16,P006,Hand Sanitizer,Health,58,4.99,289.42,428,0,Thursday,3,2023
2023-03-16,P007,Water Bottle,Lifestyle,38,12.79,486.1,147,1,Thursday,3,2023
2023-03-16,P008,Phone Case,Electronics,23,19.99,459.77,138,0,Thursday,3,2023
2023-03-16,P009,Sticky Notes,Stationery,22,2.99,65.78,320,0,Thursday,3,2023
2023-03-16,P010,Coffee Mug,Lifestyle,13,9.99,129.87,104,0,Thursday,3,2023
2023-03-17,P001,Wireless Mouse,Electronics,18,29.99,539.82,141,0,Friday,3,2023
2023-03-17,P002,USB-C Cable,Electronics,30,12.99,389.7,200,0,Friday,3,2023
2023-03-17,P003,Notebook A5,Stationery,20,5.99,119.8,270,0,Friday,3,2023
2023-03-17,P004,Ballpoint Pen Pack,Stationery,12,3.99,47.88,386,0,Friday,3,2023
2023-03-17,P005,Desk Lamp,Furniture,9,45.99,413.91,54,0,Friday,3,2023
2023-03-17,P006,Hand Sanitizer,Health,84,3.99,335.33,410,1,Friday,3,2023
2023-03-17,P007,Water Bottle,Lifestyle,19,15.99,303.81,185,0,Friday,3,2023
2023-03-17,P008,Phone Case,Electronics,19,19.99,379.81,160,0,Friday,3,2023
2023-03-17,P009,Sticky Notes,Stationery,18,2.99,53.82,336,0,Friday,3,2023
2023-03-17,P010,Coffee Mug,Lifestyle,12,9.99,119.88,99,0,Friday,3,2023
2023-03-18,P001,Wireless Mouse,Electronics,21,29.99,629.79,133,0,Saturday,3,2023
2023-03-18,P002,USB-C Cable,Electronics,36,12.99,467.64,204,0,Saturday,3,2023
2023-03-18,P003,Notebook A5,Stationery,18,5.99,107.82,266,0,Saturday,3,2023
2023-03-18,P004,Ballpoint Pen Pack,Stationery,25,3.99,99.75,386,0,Saturday,3,2023
2023-03-18,P005,Desk Lamp,Furniture,11,45.99,505.89,62,0,Saturday,3,2023
2023-03-18,P006,Hand Sanitizer,Health,74,4.99,369.26,423,0,Saturday,3,2023
2023-03-18,P007,Water Bottle,Lifestyle,26,15.99,415.74,170,0,Saturday,3,2023
2023-03-18,P008,Phone Case,Electronics,25,19.99,499.75,156,0,Saturday,3,2023
2023-03-18,P009,Sticky Notes,Stationery,25,2.99,74.75,342,0,Saturday,3,2023
2023-03-18,P010,Coffee Mug,Lifestyle,20,9.99,199.8,87,0,Saturday,3,2023
2023-03-19,P001,Wireless Mouse,Electronics,17,29.99,509.83,141,0,Sunday,3,2023
2023-03-19,P002,USB-C Cable,Electronics,38,12.99,493.62,229,0,Sunday,3,2023
2023-03-19,P003,Notebook A5,Stationery,20,5.99,119.8,294,0,Sunday,3,2023
2023-03-19,P004,Ballpoint Pen Pack,Stationery,20,3.99,79.8,364,0,Sunday,3,2023
2023-03-19,P005,Desk Lamp,Furniture,13,45.99,597.87,64,0,Sunday,3,2023
2023-03-19,P006,Hand Sanitizer,Health,99,3.99,395.21,411,1,Sunday,3,2023
2023-03-19,P007,Water Bottle,Lifestyle,27,15.99,431.73,154,0,Sunday,3,2023
2023-03-19,P008,Phone Case,Electronics,23,19.99,459.77,162,0,Sunday,3,2023
2023-03-19,P009,Sticky Notes,Stationery,17,2.99,50.83,352,0,Sunday,3,2023
2023-03-19,P010,Coffee Mug,Lifestyle,14,9.99,139.86,107,0,Sunday,3,2023
2023-03-20,P001,Wireless Mouse,Electronics,16,29.99,479.84,122,0,Monday,3,2023
2023-03-20,P002,USB-C Cable,Electronics,30,12.99,389.7,227,0,Monday,3,2023
2023-03-20,P003,Notebook A5,Stationery,14,5.99,83.86,271,0,Monday,3,2023
2023-03-20,P004,Ballpoint Pen Pack,Stationery,31,3.99,123.69,375,0,Monday,3,2023
2023-03-20,P005,Desk Lamp,Furniture,7,45.99,321.93,75,0,Monday,3,2023
2023-03-20,P006,Hand Sanitizer,Health,39,4.99,194.61,456,0,Monday,3,2023
2023-03-20,P007,Water Bottle,Lifestyle,19,15.99,303.81,182,0,Monday,3,2023
2023-03-20,P008,Phone Case,Electronics,15,19.99,299.85,183,0,Monday,3,2023
2023-03-20,P009,Sticky Notes,Stationery,18,2.99,53.82,317,0,Monday,3,2023
2023-03-20,P010,Coffee Mug,Lifestyle,10,9.99,99.9,122,0,Monday,3,2023
2023-03-21,P001,Wireless Mouse,Electronics,15,29.99,449.85,121,0,Tuesday,3,2023
2023-03-21,P002,USB-C Cable,Electronics,27,12.99,350.73,216,0,Tuesday,3,2023
2023-03-21,P003,Notebook A5,Stationery,17,5.99,101.83,285,0,Tuesday,3,2023
2023-03-21,P004,Ballpoint Pen Pack,Stationery,32,3.99,127.68,368,0,Tuesday,3,2023
2023-03-21,P005,Desk Lamp,Furniture,11,45.99,505.89,63,0,Tuesday,3,2023
2023-03-21,P006,Hand Sanitizer,Health,93,3.99,371.26,405,1,Tuesday,3,2023
2023-03-21,P007,Water Bottle,Lifestyle,26,15.99,415.74,176,0,Tuesday,3,2023
2023-03-21,P008,Phone Case,Electronics,21,19.99,419.79,159,0,Tuesday,3,2023
2023-03-21,P009,Sticky Notes,Stationery,13,2.99,38.87,337,0,Tuesday,3,2023
2023-03-21,P010,Coffee Mug,Lifestyle,13,9.99,129.87,91,0,Tuesday,3,2023
2023-03-22,P001,Wireless Mouse,Electronics,11,29.99,329.89,154,0,Wednesday,3,2023
2023-03-22,P002,USB-C Cable,Electronics,42,10.39,436.46,220,1,Wednesday,3,2023
2023-03-22,P003,Notebook A5,Stationery,11,5.99,65.89,280,0,Wednesday,3,2023
2023-03-22,P004,Ballpoint Pen Pack,Stationery,24,3.99,95.76,367,0,Wednesday,3,2023
2023-03-22,P005,Desk Lamp,Furniture,5,45.99,229.95,61,0,Wednesday,3,2023
2023-03-22,P006,Hand Sanitizer,Health,57,4.99,284.43,455,0,Wednesday,3,2023
2023-03-22,P007,Water Bottle,Lifestyle,24,15.99,383.76,176,0,Wednesday,3,2023
2023-03-22,P008,Phone Case,Electronics,19,19.99,379.81,159,0,Wednesday,3,2023
2023-03-22,P009,Sticky Notes,Stationery,18,2.99,53.82,331,0,Wednesday,3,2023
2023-03-22,P010,Coffee Mug,Lifestyle,12,9.99,119.88,99,0,Wednesday,3,2023
2023-03-23,P001,Wireless Mouse,Electronics,16,29.99,479.84,132,0,Thursday,3,2023
2023-03-23,P002,USB-C Cable,Electronics,28,12.99,363.72,205,0,Thursday,3,2023
2023-03-23,P003,Notebook A5,Stationery,15,5.99,89.85,292,0,Thursday,3,2023
2023-03-23,P004,Ballpoint Pen Pack,Stationery,22,3.99,87.78,365,0,Thursday,3,2023
2023-03-23,P005,Desk Lamp,Furniture,8,45.99,367.92,52,0,Thursday,3,2023
2023-03-23,P006,Hand Sanitizer,Health,58,4.99,289.42,423,0,Thursday,3,2023
2023-03-23,P007,Water Bottle,Lifestyle,27,15.99,431.73,192,0,Thursday,3,2023
2023-03-23,P008,Phone Case,Electronics,20,19.99,399.8,176,0,Thursday,3,2023
2023-03-23,P009,Sticky Notes,Stationery,19,2.99,56.81,342,0,Thursday,3,2023
2023-03-23,P010,Coffee Mug,Lifestyle,13,9.99,129.87,125,0,Thursday,3,2023
2023-03-24,P001,Wireless Mouse,Electronics,23,23.99,551.82,116,1,Friday,3,2023
2023-03-24,P002,USB-C Cable,Electronics,33,12.99,428.67,231,0,Friday,3,2023
2023-03-24,P003,Notebook A5,Stationery,7,5.99,41.93,299,0,Friday,3,2023
2023-03-24,P004,Ballpoint Pen Pack,Stationery,21,3.99,83.79,388,0,Friday,3,2023
2023-03-24,P005,Desk Lamp,Furniture,9,45.99,413.91,88,0,Friday,3,2023
2023-03-24,P006,Hand Sanitizer,Health,88,3.99,351.3,403,1,Friday,3,2023
2023-03-24,P007,Water Bottle,Lifestyle,17,15.99,271.83,192,0,Friday,3,2023
2023-03-24,P008,Phone Case,Electronics,18,19.99,359.82,151,0,Friday,3,2023
2023-03-24,P009,Sticky Notes,Stationery,22,2.99,65.78,331,0,Friday,3,2023
2023-03-24,P010,Coffee Mug,Lifestyle,12,9.99,119.88,101,0,Friday,3,2023
2023-03-25,P001,Wireless Mouse,Electronics,19,29.99,569.81,123,0,Saturday,3,2023
2023-03-25,P002,USB-C Cable,Electronics,53,10.39,550.78,213,1,Saturday,3,2023
2023-03-25,P003,Notebook A5,Stationery,30,5.99,179.7,282,0,Saturday,3,2023
2023-03-25,P004,Ballpoint Pen Pack,Stationery,26,3.99,103.74,356,0,Saturday,3,2023
2023-03-25,P005,Desk Lamp,Furniture,12,45.99,551.88,65,0,Saturday,3,2023
2023-03-25,P006,Hand Sanitizer,Health,59,4.99,294.41,446,0,Saturday,3,2023
2023-03-25,P007,Water Bottle,Lifestyle,33,15.99,527.67,158,0,Saturday,3,2023
2023-03-25,P008,Phone Case,Electronics,29,19.99,579.71,151,0,Saturday,3,2023
2023-03-25,P009,Sticky Notes,Stationery,24,2.99,71.76,327,0,Saturday,3,2023
2023-03-25,P010,Coffee Mug,Lifestyle,18,9.99,179.82,95,0,Saturday,3,2023
2023-03-26,P001,Wireless Mouse,Electronics,18,29.99,539.82,130,0,Sunday,3,2023
2023-03-26,P002,USB-C Cable,Electronics,39,12.99,506.61,229,0,Sunday,3,2023
2023-03-26,P003,Notebook A5,Stationery,23,5.99,137.77,291,0,Sunday,3,2023
2023-03-26,P004,Ballpoint Pen Pack,Stationery,22,3.99,87.78,381,0,Sunday,3,2023
2023-03-26,P005,Desk Lamp,Furniture,10,45.99,459.9,73,0,Sunday,3,2023
2023-03-26,P006,Hand Sanitizer,Health,53,4.99,264.47,462,0,Sunday,3,2023
2023-03-26,P007,Water Bottle,Lifestyle,28,15.99,447.72,155,0,Sunday,3,2023
2023-03-26,P008,Phone Case,Electronics,30,19.99,599.7,159,0,Sunday,3,2023
2023-03-26,P009,Sticky Notes,Stationery,19,2.99,56.81,323,0,Sunday,3,2023
2023-03-26,P010,Coffee Mug,Lifestyle,21,7.99,167.83,95,1,Sunday,3,2023
2023-03-27,P001,Wireless Mouse,Electronics,17,29.99,509.83,136,0,Monday,3,2023
2023-03-27,P002,USB-C Cable,Electronics,19,12.99,246.81,224,0,Monday,3,2023
2023-03-27,P003,Notebook A5,Stationery,15,5.99,89.85,284,0,Monday,3,2023
2023-03-27,P004,Ballpoint Pen Pack,Stationery,14,3.99,55.86,374,0,Monday,3,2023
2023-03-27,P005,Desk Lamp,Furniture,7,45.99,321.93,82,0,Monday,3,2023
2023-03-27,P006,Hand Sanitizer,Health,59,4.99,294.41,427,0,Monday,3,2023
2023-03-27,P007,Water Bottle,Lifestyle,19,15.99,303.81,167,0,Monday,3,2023
2023-03-27,P008,Phone Case,Electronics,22,19.99,439.78,176,0,Monday,3,2023
2023-03-27,P009,Sticky Notes,Stationery,23,2.99,68.77,316,0,Monday,3,2023
2023-03-27,P010,Coffee Mug,Lifestyle,9,9.99,89.91,116,0,Monday,3,2023
2023-03-28,P001,Wireless Mouse,Electronics,17,29.99,509.83,141,0,Tuesday,3,2023
2023-03-28,P002,USB-C Cable,Electronics,39,10.39,405.29,217,1,Tuesday,3,2023
2023-03-28,P003,Notebook A5,Stationery,12,5.99,71.88,284,0,Tuesday,3,2023
2023-03-28,P004,Ballpoint Pen Pack,Stationery,16,3.99,63.84,380,0,Tuesday,3,2023
2023-03-28,P005,Desk Lamp,Furniture,8,45.99,367.92,55,0,Tuesday,3,2023
2023-03-28,P006,Hand Sanitizer,Health,43,4.99,214.57,457,0,Tuesday,3,2023
2023-03-28,P007,Water Bottle,Lifestyle,24,15.99,383.76,189,0,Tuesday,3,2023
2023-03-28,P008,Phone Case,Electronics,18,19.99,359.82,154,0,Tuesday,3,2023
2023-03-28,P009,Sticky Notes,Stationery,13,2.99,38.87,349,0,Tuesday,3,2023
2023-03-28,P010,Coffee Mug,Lifestyle,11,9.99,109.89,113,0,Tuesday,3,2023
2023-03-29,P001,Wireless Mouse,Electronics,17,29.99,509.83,124,0,Wednesday,3,2023
2023-03-29,P002,USB-C Cable,Electronics,24,12.99,311.76,237,0,Wednesday,3,2023
2023-03-29,P003,Notebook A5,Stationery,14,5.99,83.86,291,0,Wednesday,3,2023
2023-03-29,P004,Ballpoint Pen Pack,Stationery,16,3.99,63.84,398,0,Wednesday,3,2023
2023-03-29,P005,Desk Lamp,Furniture,11,45.99,505.89,59,0,Wednesday,3,2023
2023-03-29,P006,Hand Sanitizer,Health,64,4.99,319.36,424,0,Wednesday,3,2023
2023-03-29,P007,Water Bottle,Lifestyle,25,15.99,399.75,162,0,Wednesday,3,2023
2023-03-29,P008,Phone Case,Electronics,32,15.99,511.74,165,1,Wednesday,3,2023
2023-03-29,P009,Sticky Notes,Stationery,8,2.99,23.92,336,0,Wednesday,3,2023
2023-03-29,P010,Coffee Mug,Lifestyle,13,9.99,129.87,95,0,Wednesday,3,2023
2023-03-30,P001,Wireless Mouse,Electronics,20,29.99,599.8,127,0,Thursday,3,2023
2023-03-30,P002,USB-C Cable,Electronics,29,12.99,376.71,239,0,Thursday,3,2023
2023-03-30,P003,Notebook A5,Stationery,13,5.99,77.87,303,0,Thursday,3,2023
2023-03-30,P004,Ballpoint Pen Pack,Stationery,16,3.99,63.84,377,0,Thursday,3,2023
2023-03-30,P005,Desk Lamp,Furniture,6,45.99,275.94,89,0,Thursday,3,2023
2023-03-30,P006,Hand Sanitizer,Health,48,4.99,239.52,438,0,Thursday,3,2023
2023-03-30,P007,Water Bottle,Lifestyle,24,15.99,383.76,179,0,Thursday,3,2023
2023-03-30,P008,Phone Case,Electronics,23,19.99,459.77,148,0,Thursday,3,2023
2023-03-30,P009,Sticky Notes,Stationery,21,2.99,62.79,329,0,Thursday,3,2023
2023-03-30,P010,Coffee Mug,Lifestyle,13,9.99,129.87,89,0,Thursday,3,2023
2023-03-31,P001,Wireless Mouse,Electronics,26,23.99,623.79,138,1,Friday,3,2023
2023-03-31,P002,USB-C Cable,Electronics,21,12.99,272.79,211,0,Friday,3,2023
2023-03-31,P003,Notebook A5,Stationery,17,5.99,101.83,265,0,Friday,3,2023
2023-03-31,P004,Ballpoint Pen Pack,Stationery,23,3.99,91.77,388,0,Friday,3,2023
2023-03-31,P005,Desk Lamp,Furniture,7,45.99,321.93,73,0,Friday,3,2023
2023-03-31,P006,Hand Sanitizer,Health,48,4.99,239.52,444,0,Friday,3,2023
2023-03-31,P007,Water Bottle,Lifestyle,26,15.99,415.74,172,0,Friday,3,2023
2023-03-31,P008,Phone Case,Electronics,16,19.99,319.84,150,0,Friday,3,2023
2023-03-31,P009,Sticky Notes,Stationery,15,2.99,44.85,331,0,Friday,3,2023
2023-03-31,P010,Coffee Mug,Lifestyle,14,9.99,139.86,114,0,Friday,3,2023
2023-04-01,P001,Wireless Mouse,Electronics,25,29.99,749.75,124,0,Saturday,4,2023
2023-04-01,P002,USB-C Cable,Electronics,35,12.99,454.65,207,0,Saturday,4,2023
2023-04-01,P003,Notebook A5,Stationery,22,5.99,131.78,272,0,Saturday,4,2023
2023-04-01,P004,Ballpoint Pen Pack,Stationery,26,3.99,103.74,364,0,Saturday,4,2023
2023-04-01,P005,Desk Lamp,Furniture,11,45.99,505.89,74,0,Saturday,4,2023
2023-04-01,P006,Hand Sanitizer,Health,61,4.99,304.39,431,0,Saturday,4,2023
2023-04-01,P007,Water Bottle,Lifestyle,53,12.79,677.98,153,1,Saturday,4,2023
2023-04-01,P008,Phone Case,Electronics,26,19.99,519.74,149,0,Saturday,4,2023
2023-04-01,P009,Sticky Notes,Stationery,26,2.99,77.74,336,0,Saturday,4,2023
2023-04-01,P010,Coffee Mug,Lifestyle,13,9.99,129.87,113,0,Saturday,4,2023
2023-04-02,P001,Wireless Mouse,Electronics,21,29.99,629.79,144,0,Sunday,4,2023
2023-04-02,P002,USB-C Cable,Electronics,36,12.99,467.64,209,0,Sunday,4,2023
2023-04-02,P003,Notebook A5,Stationery,13,5.99,77.87,275,0,Sunday,4,2023
2023-04-02,P004,Ballpoint Pen Pack,Stationery,29,3.99,115.71,377,0,Sunday,4,2023
2023-04-02,P005,Desk Lamp,Furniture,15,36.79,551.88,71,1,Sunday,4,2023
2023-04-02,P006,Hand Sanitizer,Health,46,4.99,229.54,467,0,Sunday,4,2023
2023-04-02,P007,Water Bottle,Lifestyle,33,15.99,527.67,159,0,Sunday,4,2023
2023-04-02,P008,Phone Case,Electronics,26,19.99,519.74,146,0,Sunday,4,2023
2023-04-02,P009,Sticky Notes,Stationery,40,2.39,95.68,312,1,Sunday,4,2023
2023-04-02,P010,Coffee Mug,Lifestyle,13,9.99,129.87,102,0,Sunday,4,2023
2023-04-03,P001,Wireless Mouse,Electronics,21,23.99,503.83,141,1,Monday,4,2023
2023-04-03,P002,USB-C Cable,Electronics,24,12.99,311.76,221,0,Monday,4,2023
2023-04-03,P003,Notebook A5,Stationery,12,5.99,71.88,279,0,Monday,4,2023
2023-04-03,P004,Ballpoint Pen Pack,Stationery,21,3.99,83.79,391,0,Monday,4,2023
2023-04-03,P005,Desk Lamp,Furniture,5,45.99,229.95,90,0,Monday,4,2023
2023-04-03,P006,Hand Sanitizer,Health,37,4.99,184.63,452,0,Monday,4,2023
2023-04-03,P007,Water Bottle,Lifestyle,19,15.99,303.81,170,0,Monday,4,2023
2023-04-03,P008,Phone Case,Electronics,21,19.99,419.79,178,0,Monday,4,2023
2023-04-03,P009,Sticky Notes,Stationery,13,2.39,31.1,344,1,Monday,4,2023
2023-04-03,P010,Coffee Mug,Lifestyle,9,9.99,89.91,91,0,Monday,4,2023
2023-04-04,P001,Wireless Mouse,Electronics,20,29.99,599.8,141,0,Tuesday,4,2023
2023-04-04,P002,USB-C Cable,Electronics,23,12.99,298.77,244,0,Tuesday,4,2023
2023-04-04,P003,Notebook A5,Stationery,12,5.99,71.88,297,0,Tuesday,4,2023
2023-04-04,P004,Ballpoint Pen Pack,Stationery,19,3.99,75.81,385,0,Tuesday,4,2023
2023-04-04,P005,Desk Lamp,Furniture,9,45.99,413.91,83,0,Tuesday,4,2023
2023-04-04,P006,Hand Sanitizer,Health,56,4.99,279.44,454,0,Tuesday,4,2023
2023-04-04,P007,Water Bottle,Lifestyle,31,15.99,495.69,172,0,Tuesday,4,2023
2023-04-04,P008,Phone Case,Electronics,19,19.99,379.81,149,0,Tuesday,4,2023
2023-04-04,P009,Sticky Notes,Stationery,11,2.99,32.89,350,0,Tuesday,4,2023
2023-04-04,P010,Coffee Mug,Lifestyle,17,7.99,135.86,84,1,Tuesday,4,2023
2023-04-05,P001,Wireless Mouse,Electronics,16,29.99,479.84,142,0,Wednesday,4,2023
2023-04-05,P002,USB-C Cable,Electronics,24,12.99,311.76,243,0,Wednesday,4,2023
2023-04-05,P003,Notebook A5,Stationery,13,5.99,77.87,298,0,Wednesday,4,2023
2023-04-05,P004,Ballpoint Pen Pack,Stationery,35,3.19,111.72,366,1,Wednesday,4,2023
2023-04-05,P005,Desk Lamp,Furniture,7,45.99,321.93,76,0,Wednesday,4,2023
2023-04-05,P006,Hand Sanitizer,Health,52,4.99,259.48,431,0,Wednesday,4,2023
2023-04-05,P007,Water Bottle,Lifestyle,21,15.99,335.79,174,0,Wednesday,4,2023
2023-04-05,P008,Phone Case,Electronics,22,19.99,439.78,146,0,Wednesday,4,2023
2023-04-05,P009,Sticky Notes,Stationery,11,2.99,32.89,341,0,Wednesday,4,2023
2023-04-05,P010,Coffee Mug,Lifestyle,12,9.99,119.88,126,0,Wednesday,4,2023
2023-04-06,P001,Wireless Mouse,Electronics,20,29.99,599.8,115,0,Thursday,4,2023
2023-04-06,P002,USB-C Cable,Electronics,31,12.99,402.69,203,0,Thursday,4,2023
2023-04-06,P003,Notebook A5,Stationery,21,5.99,125.79,285,0,Thursday,4,2023
